date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2010-02-05T00:00:00.000Z,106.66,106.88,104.58,106.56,493483874,79.7396679813,79.9041413261,78.1846472669,79.6649073701,493483874,0.0,1.0
2010-02-08T00:00:00.000Z,105.89,107.33,105.81,106.74,223943088,79.1640112746,80.2405640768,79.1042027855,79.7994764704,223943088,0.0,1.0
2010-02-09T00:00:00.000Z,107.22,108.15,106.27,107.13,337698759,80.1583274045,80.8536010893,79.4481015974,80.0910428543,337698759,0.0,1.0
2010-02-10T00:00:00.000Z,107.01,107.6,106.11,107.05,240337447,80.0013301208,80.4424177273,79.3284846193,80.0312343653,240337447,0.0,1.0
2010-02-11T00:00:00.000Z,108.13,108.25,106.25,106.87,223348428,80.838648967,80.9283617005,79.4331494751,79.896665265,223348428,0.0,1.0
2010-02-12T00:00:00.000Z,108.04,108.1,106.51,106.99,304335521,80.7713644169,80.8162207836,79.6275270644,79.9863779985,304335521,0.0,1.0
2010-02-16T00:00:00.000Z,109.74,109.85,107.82,108.86,159025359,82.0422948085,82.1245314809,80.6068910721,81.3844014293,159025359,0.0,1.0
2010-02-17T00:00:00.000Z,110.26,110.41,109.74,110.27,168609976,82.4310499871,82.543190904,82.0422948085,82.4385260482,168609976,0.0,1.0
2010-02-18T00:00:00.000Z,110.91,111.14,110.04,110.08,192806015,82.9169939603,83.0889433663,82.2665766423,82.2964808868,192806015,0.0,1.0
2010-02-19T00:00:00.000Z,111.14,111.57,110.36,110.62,215567204,83.0889433663,83.4104139947,82.5058105984,82.7001881877,215567204,0.0,1.0
2010-02-22T00:00:00.000Z,111.16,111.58,110.83,111.55,132148949,83.1038954885,83.4178900559,82.8571854713,83.3954618725,132148949,0.0,1.0
2010-02-23T00:00:00.000Z,109.81,111.2,109.52,110.86,206922860,82.0946272364,83.133799733,81.8778214637,82.8796136547,206922860,0.0,1.0
2010-02-24T00:00:00.000Z,110.82,111.0,109.86,110.14,176170766,82.8497094102,82.9842785105,82.132007542,82.3413372536,176170766,0.0,1.0
2010-02-25T00:00:00.000Z,110.67,110.75,108.94,109.24,259023227,82.7375684933,82.7973769823,81.4442099183,81.6684917521,259023227,0.0,1.0
2010-02-26T00:00:00.000Z,110.74,111.12,110.11,110.77,173425228,82.7899009212,83.073991244,82.3189090702,82.8123291046,173425228,0.0,1.0
2010-03-01T00:00:00.000Z,111.89,112.0,111.17,111.2,147507319,83.6496479508,83.7318846232,83.1113715496,83.133799733,147507319,0.0,1.0
